default_constraint_rankings
--------------------------------------------------
ranking	suffix	prefix	infix	nonconcat_cv	nonconcat_unattested
anchor_left_residue >> anchor_right_root >> anchor_left_root >> c_adj_v >> anchor_right_residue >> contiguity	0	5	0	1	4
anchor_left_residue >> anchor_right_root >> anchor_left_root >> anchor_right_residue >> contiguity >> c_adj_v	0	10	0	0	0
anchor_left_residue >> anchor_right_root >> anchor_left_root >> anchor_right_residue >> c_adj_v >> contiguity	0	5	0	1	4
anchor_left_residue >> anchor_right_root >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_left_residue >> anchor_right_root >> anchor_right_residue >> contiguity >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_left_residue >> anchor_right_root >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_root	0	5	0	1	4
anchor_left_residue >> anchor_right_root >> anchor_right_residue >> c_adj_v >> anchor_left_root >> contiguity	0	5	0	1	4
anchor_left_residue >> anchor_right_root >> anchor_right_residue >> anchor_left_root >> contiguity >> c_adj_v	0	10	0	0	0
anchor_left_residue >> anchor_right_root >> anchor_right_residue >> anchor_left_root >> c_adj_v >> contiguity	0	5	0	1	4
anchor_left_residue >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_root >> anchor_right_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_right_root >> anchor_left_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> contiguity >> anchor_left_root >> c_adj_v >> anchor_right_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> contiguity >> anchor_left_root >> anchor_right_root >> c_adj_v	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> contiguity >> anchor_right_root >> c_adj_v >> anchor_left_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> contiguity >> anchor_right_root >> anchor_left_root >> c_adj_v	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_root >> anchor_right_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_right_root >> anchor_left_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_left_root >> contiguity >> anchor_right_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_right_root >> contiguity	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_right_root >> contiguity >> anchor_left_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_right_root >> anchor_left_root >> contiguity	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_left_root >> contiguity >> c_adj_v >> anchor_right_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_left_root >> contiguity >> anchor_right_root >> c_adj_v	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_left_root >> c_adj_v >> contiguity >> anchor_right_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_right_root >> contiguity	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_left_root >> anchor_right_root >> contiguity >> c_adj_v	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_left_root >> anchor_right_root >> c_adj_v >> contiguity	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_right_root >> contiguity >> c_adj_v >> anchor_left_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_right_root >> contiguity >> anchor_left_root >> c_adj_v	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_right_root >> c_adj_v >> contiguity >> anchor_left_root	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_right_root >> c_adj_v >> anchor_left_root >> contiguity	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_right_root >> anchor_left_root >> contiguity >> c_adj_v	0	0	0	1	9
anchor_left_residue >> anchor_right_residue >> anchor_right_root >> anchor_left_root >> c_adj_v >> contiguity	0	0	0	1	9
anchor_right_root >> contiguity >> c_adj_v >> anchor_left_root >> anchor_left_residue >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> contiguity >> c_adj_v >> anchor_left_root >> anchor_right_residue >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_left_root >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> anchor_left_root	0	10	0	0	0
anchor_right_root >> contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_root >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> anchor_left_root	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_root >> c_adj_v >> anchor_left_residue >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_root >> c_adj_v >> anchor_right_residue >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_root >> anchor_left_residue >> c_adj_v >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_root >> anchor_right_residue >> c_adj_v >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_left_root >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> anchor_left_root	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_residue >> anchor_left_root >> c_adj_v >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_residue >> anchor_left_root >> anchor_right_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_left_residue >> anchor_right_residue >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_left_root	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_right_residue >> anchor_left_root >> anchor_left_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_right_residue >> anchor_left_residue >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_right_root >> contiguity >> anchor_right_residue >> anchor_left_residue >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_right_root >> c_adj_v >> contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_residue	0	4	4	1	1
anchor_right_root >> c_adj_v >> contiguity >> anchor_left_root >> anchor_right_residue >> anchor_left_residue	0	4	4	1	1
anchor_right_root >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_left_root >> anchor_right_residue	0	4	4	1	1
anchor_right_root >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_right_residue >> anchor_left_root	0	4	4	1	1
anchor_right_root >> c_adj_v >> contiguity >> anchor_right_residue >> anchor_left_root >> anchor_left_residue	0	4	4	1	1
anchor_right_root >> c_adj_v >> contiguity >> anchor_right_residue >> anchor_left_residue >> anchor_left_root	0	4	4	1	1
anchor_right_root >> c_adj_v >> anchor_left_root >> contiguity >> anchor_left_residue >> anchor_right_residue	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_left_root >> contiguity >> anchor_right_residue >> anchor_left_residue	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_left_root >> anchor_left_residue >> contiguity >> anchor_right_residue	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> contiguity	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_left_root >> anchor_right_residue >> contiguity >> anchor_left_residue	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> contiguity	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_left_root >> anchor_right_residue	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_right_residue >> anchor_left_root	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_left_residue >> anchor_left_root >> contiguity >> anchor_right_residue	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_left_residue >> anchor_left_root >> anchor_right_residue >> contiguity	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> contiguity >> anchor_left_root	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> anchor_left_root >> contiguity	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_right_residue >> contiguity >> anchor_left_root >> anchor_left_residue	0	4	4	1	1
anchor_right_root >> c_adj_v >> anchor_right_residue >> contiguity >> anchor_left_residue >> anchor_left_root	0	4	4	1	1
anchor_right_root >> c_adj_v >> anchor_right_residue >> anchor_left_root >> contiguity >> anchor_left_residue	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_right_residue >> anchor_left_root >> anchor_left_residue >> contiguity	0	1	7	1	1
anchor_right_root >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> contiguity >> anchor_left_root	0	4	2	1	3
anchor_right_root >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> anchor_left_root >> contiguity	0	4	2	1	3
anchor_right_root >> anchor_left_root >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_residue	0	0	10	0	0
anchor_right_root >> anchor_left_root >> contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_residue	0	0	10	0	0
anchor_right_root >> anchor_left_root >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_residue	0	0	10	0	0
anchor_right_root >> anchor_left_root >> contiguity >> anchor_left_residue >> anchor_right_residue >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_left_root >> contiguity >> anchor_right_residue >> c_adj_v >> anchor_left_residue	0	0	10	0	0
anchor_right_root >> anchor_left_root >> contiguity >> anchor_right_residue >> anchor_left_residue >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_left_root >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_right_residue	0	0	9	1	0
anchor_right_root >> anchor_left_root >> c_adj_v >> contiguity >> anchor_right_residue >> anchor_left_residue	0	0	9	1	0
anchor_right_root >> anchor_left_root >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_right_residue	0	0	9	1	0
anchor_right_root >> anchor_left_root >> c_adj_v >> anchor_left_residue >> anchor_right_residue >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_left_root >> c_adj_v >> anchor_right_residue >> contiguity >> anchor_left_residue	0	0	9	1	0
anchor_right_root >> anchor_left_root >> c_adj_v >> anchor_right_residue >> anchor_left_residue >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_left_root >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_right_residue	0	0	10	0	0
anchor_right_root >> anchor_left_root >> anchor_left_residue >> contiguity >> anchor_right_residue >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_left_root >> anchor_left_residue >> c_adj_v >> contiguity >> anchor_right_residue	0	0	9	1	0
anchor_right_root >> anchor_left_root >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> contiguity >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_left_root >> anchor_left_residue >> anchor_right_residue >> c_adj_v >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_left_root >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_residue	0	0	10	0	0
anchor_right_root >> anchor_left_root >> anchor_right_residue >> contiguity >> anchor_left_residue >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_left_root >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_residue	0	0	9	1	0
anchor_right_root >> anchor_left_root >> anchor_right_residue >> c_adj_v >> anchor_left_residue >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> contiguity >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_left_root >> anchor_right_residue >> anchor_left_residue >> c_adj_v >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_left_root >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_right_residue >> anchor_left_root	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> contiguity >> anchor_left_root >> c_adj_v >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> contiguity >> anchor_left_root >> anchor_right_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> contiguity >> anchor_right_residue >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> contiguity >> anchor_right_residue >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> c_adj_v >> contiguity >> anchor_left_root >> anchor_right_residue	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> c_adj_v >> contiguity >> anchor_right_residue >> anchor_left_root	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> c_adj_v >> anchor_left_root >> contiguity >> anchor_right_residue	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> c_adj_v >> anchor_left_root >> anchor_right_residue >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> contiguity >> anchor_left_root	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> c_adj_v >> anchor_right_residue >> anchor_left_root >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> anchor_left_root >> contiguity >> c_adj_v >> anchor_right_residue	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> anchor_left_root >> contiguity >> anchor_right_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> anchor_left_root >> c_adj_v >> contiguity >> anchor_right_residue	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> anchor_left_root >> c_adj_v >> anchor_right_residue >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> anchor_left_root >> anchor_right_residue >> contiguity >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> anchor_left_root >> anchor_right_residue >> c_adj_v >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> anchor_right_residue >> contiguity >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_root	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> anchor_right_residue >> c_adj_v >> anchor_left_root >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_left_residue >> anchor_right_residue >> anchor_left_root >> contiguity >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_left_residue >> anchor_right_residue >> anchor_left_root >> c_adj_v >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_root >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_left_root	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> contiguity >> anchor_left_root >> c_adj_v >> anchor_left_residue	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> contiguity >> anchor_left_root >> anchor_left_residue >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> contiguity >> anchor_left_residue >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_root >> anchor_left_residue	0	4	4	1	1
anchor_right_root >> anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_left_root	0	4	4	1	1
anchor_right_root >> anchor_right_residue >> c_adj_v >> anchor_left_root >> contiguity >> anchor_left_residue	0	1	7	1	1
anchor_right_root >> anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_left_residue >> contiguity	0	1	7	1	1
anchor_right_root >> anchor_right_residue >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_left_root	0	4	2	1	3
anchor_right_root >> anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_left_root >> contiguity	0	4	2	1	3
anchor_right_root >> anchor_right_residue >> anchor_left_root >> contiguity >> c_adj_v >> anchor_left_residue	0	0	10	0	0
anchor_right_root >> anchor_right_residue >> anchor_left_root >> contiguity >> anchor_left_residue >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_right_residue >> anchor_left_root >> c_adj_v >> contiguity >> anchor_left_residue	0	0	9	1	0
anchor_right_root >> anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_left_residue >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_right_residue >> anchor_left_root >> anchor_left_residue >> contiguity >> c_adj_v	0	0	10	0	0
anchor_right_root >> anchor_right_residue >> anchor_left_root >> anchor_left_residue >> c_adj_v >> contiguity	0	0	9	1	0
anchor_right_root >> anchor_right_residue >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_left_root	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> anchor_left_residue >> contiguity >> anchor_left_root >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> anchor_left_residue >> c_adj_v >> contiguity >> anchor_left_root	0	5	0	1	4
anchor_right_root >> anchor_right_residue >> anchor_left_residue >> c_adj_v >> anchor_left_root >> contiguity	0	5	0	1	4
anchor_right_root >> anchor_right_residue >> anchor_left_residue >> anchor_left_root >> contiguity >> c_adj_v	0	10	0	0	0
anchor_right_root >> anchor_right_residue >> anchor_left_residue >> anchor_left_root >> c_adj_v >> contiguity	0	5	0	1	4
anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_root >> anchor_left_residue >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_root >> anchor_right_root >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_left_root >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_root >> anchor_left_root	10	0	0	0	0
anchor_right_residue >> contiguity >> c_adj_v >> anchor_right_root >> anchor_left_root >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> contiguity >> c_adj_v >> anchor_right_root >> anchor_left_residue >> anchor_left_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_root >> c_adj_v >> anchor_left_residue >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_root >> c_adj_v >> anchor_right_root >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_root >> anchor_left_residue >> c_adj_v >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> c_adj_v	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_root >> anchor_right_root >> c_adj_v >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> c_adj_v	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_left_root >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_root >> anchor_left_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_residue >> anchor_left_root >> c_adj_v >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_residue >> anchor_left_root >> anchor_right_root >> c_adj_v	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_residue >> anchor_right_root >> c_adj_v >> anchor_left_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_left_residue >> anchor_right_root >> anchor_left_root >> c_adj_v	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_right_root >> c_adj_v >> anchor_left_root >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_right_root >> c_adj_v >> anchor_left_residue >> anchor_left_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_right_root >> anchor_left_root >> c_adj_v >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_right_root >> anchor_left_root >> anchor_left_residue >> c_adj_v	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_right_root >> anchor_left_residue >> c_adj_v >> anchor_left_root	10	0	0	0	0
anchor_right_residue >> contiguity >> anchor_right_root >> anchor_left_residue >> anchor_left_root >> c_adj_v	10	0	0	0	0
anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_root >> anchor_left_residue >> anchor_right_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_root >> anchor_right_root >> anchor_left_residue	4	0	0	1	5
anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_left_root >> anchor_right_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_right_root >> anchor_left_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> contiguity >> anchor_right_root >> anchor_left_root >> anchor_left_residue	4	0	0	1	5
anchor_right_residue >> c_adj_v >> contiguity >> anchor_right_root >> anchor_left_residue >> anchor_left_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_root >> contiguity >> anchor_left_residue >> anchor_right_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_root >> contiguity >> anchor_right_root >> anchor_left_residue	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_left_residue >> contiguity >> anchor_right_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> contiguity	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_right_root >> contiguity >> anchor_left_residue	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> contiguity	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_left_root >> anchor_right_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_right_root >> anchor_left_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_left_root >> contiguity >> anchor_right_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_left_root >> anchor_right_root >> contiguity	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_right_root >> contiguity >> anchor_left_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_left_residue >> anchor_right_root >> anchor_left_root >> contiguity	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_right_root >> contiguity >> anchor_left_root >> anchor_left_residue	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_right_root >> contiguity >> anchor_left_residue >> anchor_left_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_right_root >> anchor_left_root >> contiguity >> anchor_left_residue	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_right_root >> anchor_left_root >> anchor_left_residue >> contiguity	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_right_root >> anchor_left_residue >> contiguity >> anchor_left_root	4	0	0	1	5
anchor_right_residue >> c_adj_v >> anchor_right_root >> anchor_left_residue >> anchor_left_root >> contiguity	4	0	0	1	5
anchor_right_residue >> anchor_left_root >> contiguity >> c_adj_v >> anchor_left_residue >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> contiguity >> c_adj_v >> anchor_right_root >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> contiguity >> anchor_left_residue >> c_adj_v >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> contiguity >> anchor_left_residue >> anchor_right_root >> c_adj_v	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> contiguity >> anchor_right_root >> c_adj_v >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> contiguity >> anchor_right_root >> anchor_left_residue >> c_adj_v	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> c_adj_v >> contiguity >> anchor_left_residue >> anchor_right_root	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> c_adj_v >> contiguity >> anchor_right_root >> anchor_left_residue	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_left_residue >> contiguity >> anchor_right_root	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_left_residue >> anchor_right_root >> contiguity	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_right_root >> contiguity >> anchor_left_residue	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> c_adj_v >> anchor_right_root >> anchor_left_residue >> contiguity	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_right_root	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> anchor_left_residue >> contiguity >> anchor_right_root >> c_adj_v	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> anchor_left_residue >> c_adj_v >> contiguity >> anchor_right_root	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> anchor_left_residue >> c_adj_v >> anchor_right_root >> contiguity	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> contiguity >> c_adj_v	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> anchor_left_residue >> anchor_right_root >> c_adj_v >> contiguity	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> anchor_right_root >> contiguity >> c_adj_v >> anchor_left_residue	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> anchor_right_root >> contiguity >> anchor_left_residue >> c_adj_v	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> anchor_right_root >> c_adj_v >> contiguity >> anchor_left_residue	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> anchor_right_root >> c_adj_v >> anchor_left_residue >> contiguity	5	0	0	1	4
anchor_right_residue >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> contiguity >> c_adj_v	10	0	0	0	0
anchor_right_residue >> anchor_left_root >> anchor_right_root >> anchor_left_residue >> c_adj_v >> contiguity	5	0	0	1	4
anchor_right_residue >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_left_root >> anchor_right_root	0	0	0	1	9
anchor_right_residue >> anchor_left_residue >> contiguity >> c_adj_v >> anchor_right_root >> anchor_left_root	0	0	0	1	9
anchor_right_residue >> anchor_left_residue >> contiguity >> anchor_left_root >> c_adj_v >> anchor_right_root	0	0	0	1	9
